,all_日均收益率R,top_日均收益率R,bottom_日均收益率R,all_日均波动率Vol,top_日均波动率Vol,bottom_日均波动率Vol,all_年化收益率ER,top_年化收益率ER,bottom_年化收益率ER,all_年化波动率VOL,top_年化波动率VOL,bottom_年化波动率VOL,all_信息比率IR,top_信息比率IR,bottom_信息比率IR,all_夏普比率SR,top_夏普比率SR,bottom_夏普比率SR,all_下行偏差DD,top_下行偏差DD,bottom_下行偏差DD,all_胜率VE,top_胜率VE,bottom_胜率VE,all_盈亏比PnL,top_盈亏比PnL,bottom_盈亏比PnL,all_最大回撤MDD,top_最大回撤MDD,bottom_最大回撤MDD,all_卡玛比率Calmar,top_卡玛比率Calmar,bottom_卡玛比率Calmar,all_索提诺比率Sortino,top_索提诺比率Sortino,bottom_索提诺比率Sortino,all_换手率Tov,top_换手率Tov,bottom_换手率Tov
SP_10天信号_count_below_低于阈值个数占比,0.000414199,1.71E-05,0.00035934,0.004995835,0.003035535,0.003509765,0.104378075,0.004313298,0.090553715,0.079306421,0.048187627,0.055715798,0.082908806,0.005638631,0.102382952,1.316136497,0.089510486,1.625278985,0.007652231,0.004986931,0.004566285,0.466821759,0.454632402,0.477319075,1.245950612,1.265669159,1.25404659,0.145600317,0.092795456,0.064442427,0.716880822,0.04648178,1.405187845,13.64021574,0.864920257,19.83093944,1.075744187,0.538528351,0.542370475
SP_10天信号_index_mas_quant_分位数索引,0.000625891,0.000329162,0.000308824,0.00461987,0.003242441,0.003008029,0.157724411,0.082948733,0.07782366,0.07333817,0.051472148,0.047750986,0.135477937,0.101516631,0.102666566,2.150645578,1.611526557,1.629781217,0.006995778,0.004303275,0.003938882,0.466032622,0.460452704,0.47024042,1.290180875,1.353302209,1.274822595,0.081211057,0.038123362,0.054347823,1.942154397,2.175797959,1.431955429,22.54565554,19.27572141,19.75780311,1.553877705,0.818057091,0.740975253
SP_10天信号_large_std_dev_标准差是否r倍于极差,0.000854404,0.000565092,0.000272229,0.004821758,0.00280987,0.003121077,0.215309788,0.142403119,0.068601633,0.076543041,0.044605308,0.049545566,0.177197582,0.201109547,0.087222672,2.812924402,3.192515086,1.384616999,0.00675774,0.003255688,0.005768112,0.466476195,0.4689762,0.463830603,1.321183924,1.371576821,1.293155578,0.08578839,0.021174651,0.073107119,2.509777703,6.725169629,0.938371442,31.86121216,43.73978891,11.89325627,1.26518065,0.666578627,0.603756663
SP_10天信号_linear_trend_线性回归分析,0.001108463,0.00029845,0.000767613,0.006141353,0.004486961,0.0050594,0.279332783,0.07520929,0.193438363,0.097490959,0.071228298,0.080315491,0.180491725,0.066514855,0.151720064,2.8652173,1.055890591,2.408481357,0.008871985,0.00527124,0.006852565,0.466249588,0.459757659,0.472680859,1.35267574,1.338066456,1.446060666,0.101367092,0.052955338,0.072532435,2.75565547,1.420240025,2.666922227,31.48481272,14.26785578,28.22860828,1.634260167,0.819329749,0.820085057
SP_10天信号_mean_n_abs_max_n 个绝对最大值的算术平均值,0.000789688,0.000651952,0.000200079,0.00540647,0.005327898,0.002333209,0.199001278,0.164292024,0.050419971,0.085825052,0.084577752,0.037038551,0.146063439,0.122365804,0.085752805,2.318685207,1.942496925,1.361283574,0.00754273,0.007117073,0.003705266,0.466655857,0.461968921,0.468712016,1.316132277,1.393996153,1.262088785,0.110925196,0.118391909,0.028075759,1.794013316,1.387696387,1.795854272,26.38318867,23.08421213,13.60765192,0.755904613,0.437908324,0.323150929
SP_10天信号_num_cross_m_x在m上的交叉数,0.000652878,0.000342488,0.000312322,0.004846547,0.002685556,0.003141694,0.164525356,0.086307003,0.078705256,0.076936551,0.042631882,0.049872853,0.134710005,0.127529677,0.0994121,2.138455041,2.024470864,1.578118163,0.007003924,0.00330906,0.00450958,0.466063429,0.469258661,0.46312283,1.294462852,1.282335681,1.323637765,0.122215519,0.0325391,0.090423152,1.346190381,2.652409049,0.870410437,23.49045404,26.08202666,17.4529019,1.119198921,0.559785463,0.564568097
SP_10天信号_num_peaks_时间序列x中至少支持n的峰值数,0.000797827,0.000444754,0.000346813,0.005121459,0.003825143,0.002914984,0.201052524,0.112078035,0.087396808,0.081300644,0.060722267,0.046273931,0.155781283,0.116271229,0.118975874,2.472951199,1.845748539,1.888683453,0.007647714,0.005678419,0.003736359,0.466996195,0.473687308,0.462700054,1.316796533,1.31667246,1.326725878,0.103120491,0.047173508,0.057473348,1.949685488,2.375868121,1.520649338,26.28923258,19.73754121,23.39090204,1.25608718,0.678824746,0.582417073
SP_10天信号_quantile_x的q分位数,0.000870402,0.000292588,0.0005044,0.00566217,0.003249599,0.00484456,0.219341375,0.073732186,0.127108785,0.089884161,0.051585792,0.076905,0.153722388,0.090038186,0.104116778,2.440267265,1.429311894,1.652802618,0.008181937,0.004587866,0.006564978,0.467016344,0.474482913,0.455957727,1.323857562,1.27024943,1.410381212,0.1265184,0.049380121,0.093155131,1.733671737,1.493155243,1.364485072,26.80800122,16.07112758,19.36164575,0.978009018,0.468729769,0.514433888
SP_10天信号_range_count_区间[min，max]内的观测值的个数,0.00053484,0.000244133,0.000316238,0.003887682,0.002467988,0.002725019,0.134779774,0.06152143,0.079691946,0.061715036,0.039178093,0.043258337,0.137573081,0.098919717,0.116049786,2.183904962,1.570301819,1.842233234,0.005768632,0.003397213,0.004115049,0.466674566,0.46826131,0.464518121,1.259808479,1.271881431,1.284466109,0.086682067,0.030207891,0.066173244,1.554874939,2.036601294,1.204292564,23.36425098,18.10938429,19.36597604,0.805722755,0.493551498,0.317325897
SP_10天信号_ratio_beyond_偏离x的平均值大于r * std(x)的值的比率,0.000625516,0.00023874,0.000389974,0.004339631,0.002831353,0.002218913,0.15762992,0.060162449,0.098273408,0.068889504,0.044946333,0.035224156,0.144140269,0.084320074,0.175749927,2.288155829,1.338539676,2.789943593,0.007278317,0.005084245,0.00297225,0.466023244,0.459356904,0.471881639,1.275918545,1.286092479,1.281833592,0.104339525,0.074761101,0.030581243,1.510740259,0.804729311,3.21351914,21.65746692,11.83311336,33.06364288,0.988235161,0.528895814,0.464493986
SP_10天信号_agg_linear_trend_基于分块时序聚合值的线性回归,0.00116127,0.000300309,0.000814703,0.006017539,0.004495716,0.004923947,0.292640011,0.07567792,0.205305127,0.095525476,0.071367277,0.078165228,0.192980854,0.066798974,0.165457296,3.063476085,1.06040084,2.626553145,0.008425799,0.005031447,0.006377681,0.466266146,0.462522562,0.469990727,1.357647277,1.318191778,1.465601171,0.085032476,0.05559967,0.05590663,3.441508754,1.361121761,3.67228588,34.73142562,15.04098538,32.19118819,1.627852806,0.815530886,0.817476559
"SP_10天信号_binned_entropy_分组熵。如果一个时间序列的 Binned Entropy 较大，说明这一段时间序列的取值是较为均匀的分布在 [min,max] 之间的；如果一个时间序列的 Binned Entropy 较小，说明这一段时间序列的取值是集中在某一段上的",0.000671714,0.000247436,0.000381593,0.005148259,0.002904166,0.003413559,0.169271956,0.062353938,0.096161493,0.08172608,0.046102208,0.054188563,0.130474029,0.08520045,0.111787513,2.071211005,1.35251521,1.774571751,0.00742222,0.003703094,0.004422218,0.466617389,0.467024139,0.46529228,1.292535024,1.272233867,1.332060411,0.127750596,0.061176521,0.06943223,1.32501892,1.01924621,1.384969102,22.80610931,16.83833333,21.74508048,1.310467117,0.635050237,0.68057152
SP_10天信号_c3_时序数据非线性度量,0.000709284,0.000794122,-0.000162442,0.010852746,0.006840062,0.008630483,0.178739597,0.200118682,-0.040935422,0.172281994,0.108582622,0.137004667,0.06535527,0.116098616,-0.018821908,1.03748275,1.843008387,-0.298788524,0.014276271,0.009429579,0.012790871,0.465875151,0.471732119,0.461357366,1.364593092,1.508253473,1.386885472,0.278136291,0.081671753,0.273297199,0.642633137,2.450280226,-0.149783541,12.52004782,21.2224399,-3.200362285,1.423175404,0.707109331,0.721220712
SP_10天信号_change_quant_给定区间的时序数据描述统计，返回值：区间内描述统计量,0.000756583,0.000492839,0.000253471,0.006031935,0.005099316,0.002662343,0.190658849,0.124195433,0.063874717,0.095753993,0.080949139,0.042263389,0.125429533,0.096648056,0.095206018,1.991132105,1.534240333,1.511348685,0.007914836,0.006456321,0.004357985,0.466237168,0.466955665,0.46576206,1.317235575,1.373097366,1.281572594,0.146363423,0.107464019,0.050564243,1.302640003,1.155693173,1.263238863,24.08879276,19.23625296,14.65693987,1.180247419,0.674565583,0.510836475
SP_10天信号_cid_ce_时序数据复杂度，用来评估时间序列的复杂度，越复杂的序列有越多的谷峰,0.000737378,0.000545425,0.000185213,0.005754125,0.005650686,0.002347043,0.185819332,0.137447209,0.046673783,0.091343909,0.089701855,0.037258151,0.128147763,0.09652376,0.078913523,2.034282667,1.532267186,1.252713346,0.007693011,0.007967226,0.003891383,0.466729251,0.464877111,0.467246172,1.315411858,1.36120051,1.264503567,0.141828532,0.137731626,0.041259448,1.310168898,0.997934986,1.131226529,24.1543059,17.25157719,11.99413875,0.794662441,0.456148158,0.343668922
SP_10天信号_cwt_coeff_Ricker小波分析,0.000886626,0.00063917,0.000245697,0.006483344,0.00585954,0.00408587,0.223429737,0.16107078,0.06191565,0.102919897,0.093017308,0.064861174,0.136754417,0.109081908,0.060133344,2.17090907,1.731621605,0.954587246,0.008656757,0.008469678,0.005032778,0.465798758,0.475198935,0.458121357,1.338798748,1.396973831,1.339826555,0.158864493,0.13129135,0.075556205,1.406417086,1.226819434,0.819464789,25.80986474,19.017343,12.30248082,1.589794665,0.817376943,0.77757236
SP_10天信号_ener_ratio_chunks_分块局部熵比率,0.000627172,0.000222044,0.000389605,0.004799861,0.004080151,0.002658675,0.158047289,0.055955035,0.098180487,0.076195427,0.06477039,0.042205156,0.130664578,0.054420482,0.146541085,2.074235874,0.863898377,2.326267601,0.006166503,0.005414304,0.003847182,0.466088336,0.465348789,0.466148065,1.289869726,1.310514321,1.311013121,0.115423173,0.111731389,0.053628899,1.369285599,0.500799599,1.830738458,25.62997217,10.3346687,25.52010148,1.406680857,0.875248954,0.536586542
SP_10天信号_fft_agg_绝对傅里叶变换的谱统计量,0.000605268,0.000269053,0.000305424,0.004946376,0.003331002,0.002757666,0.152527456,0.067801383,0.076966782,0.078521279,0.052878021,0.043776596,0.122365895,0.080772419,0.110754421,1.942498364,1.282222394,1.758171933,0.008316962,0.005810589,0.004129909,0.466648379,0.470034662,0.462221427,1.276656929,1.275986928,1.303729077,0.113180527,0.073213388,0.052359036,1.347647516,0.926079028,1.469980877,18.33932246,11.66859034,18.63643556,1.237581189,0.616895739,0.625840089
SP_10天信号_fft_coeff_傅里叶变换系数,0.000632775,0.000505338,0.000194517,0.006219891,0.00573172,0.002240212,0.159459263,0.127345267,0.049018242,0.098737711,0.090988238,0.03556227,0.101734072,0.088165218,0.086829639,1.614978328,1.39957944,1.378377786,0.010629536,0.008819727,0.003610843,0.466717979,0.464181658,0.467147852,1.298631722,1.371137771,1.256723698,0.157079824,0.131657873,0.034494657,1.01514796,0.967243843,1.421038679,15.00152605,14.43868545,13.57529107,1.043669277,0.581123622,0.467700295
SP_10天信号_fourier_entropy_频谱图序列的箱熵,0.000661625,0.000225045,0.000423694,0.004638433,0.00263369,0.003191988,0.166729499,0.056711448,0.106770778,0.073632843,0.041808527,0.050671245,0.142639762,0.085448727,0.13273656,2.264336019,1.356456496,2.107127566,0.007259093,0.00341686,0.004531736,0.466491414,0.462101388,0.470650416,1.279444552,1.271136326,1.310758943,0.099784569,0.067146068,0.034225188,1.670894609,0.844598199,3.119654932,22.96836658,16.5975353,23.56067811,1.346615357,0.640449337,0.711320658
SP_10天信号_friedrich_coeff_Langevin模型拟合的多项式系数,0.000280673,0.000204426,3.90E-05,0.007120215,0.00410498,0.004498984,0.070729504,0.051515398,0.009830116,0.11302991,0.065164537,0.071419151,0.039419123,0.049799556,0.008670491,0.625759185,0.790543443,0.13763977,0.010075602,0.004163073,0.007625666,0.466279267,0.464688163,0.470568538,1.296044819,1.451148334,1.374350516,0.204232842,0.090177753,0.133091518,0.346317975,0.57126504,0.07385982,7.019879015,12.37436948,1.289082838,1.546772342,0.767634856,0.784292126
SP_10天信号_lemp_ziv_complex_Lempel-Ziv复杂度,0.000652895,0.000318117,0.000308571,0.004961001,0.002586482,0.003191932,0.164529566,0.080165546,0.077759991,0.078753457,0.041059132,0.050670348,0.131605504,0.122992242,0.096672297,2.089172616,1.95244132,1.534625145,0.007531471,0.004398738,0.00450797,0.466215794,0.467425007,0.464423013,1.287191381,1.283663187,1.297968284,0.111075588,0.049639568,0.073803731,1.481239665,1.614952534,1.053605151,21.8456085,18.22466894,17.2494491,1.211009741,0.567010876,0.649153504
SP_10天信号_num_cwt_peaks_搜索x中的不同峰值,0.000475461,0.000235447,0.000215863,0.005303973,0.003624882,0.003310196,0.119816192,0.059332707,0.054397408,0.084197961,0.057543225,0.052547737,0.08964244,0.064953072,0.06521146,1.423029613,1.031098048,1.035199834,0.007062804,0.003973388,0.004744565,0.466516259,0.464589849,0.466673202,1.256661933,1.257392862,1.301990418,0.157290033,0.077953816,0.086114655,0.761753239,0.761126399,0.631685842,16.96439322,14.93252186,11.46520541,1.469887463,0.773244399,0.701797703
SP_10天信号_partial_autocorr_给定滞后结束的偏相关函数的值,0.000655319,0.000500029,0.000137704,0.004375602,0.002797314,0.002860997,0.165140296,0.126007218,0.034701486,0.069460523,0.044405981,0.045416922,0.14976652,0.178753141,0.048131579,2.377469801,2.83761814,0.764065135,0.00699299,0.003932584,0.004705084,0.466879103,0.472584429,0.459937939,1.284774463,1.322722035,1.272750045,0.07851312,0.034813635,0.072922521,2.103346488,3.619478961,0.475867893,23.61511945,32.04184156,7.375316441,1.187605167,0.606969064,0.585790741
SP_10天信号_permu_entropy_排列熵,0.000647533,0.000317153,0.000314885,0.004325235,0.002624917,0.002651148,0.163178327,0.07992264,0.079351009,0.068660978,0.041669258,0.042085664,0.149710485,0.120824159,0.118773076,2.376580277,1.918024062,1.885464129,0.006935058,0.003791215,0.004127226,0.466567638,0.466298399,0.466297056,1.275659456,1.280098328,1.287891595,0.100957619,0.046637513,0.05964266,1.616305226,1.713698588,1.330440472,23.52948119,21.0810086,19.22623453,1.136610526,0.565581948,0.576183218
SP_10天信号_spkt_welch_dens_不同频率的功率谱,0.000749185,0.000501236,0.00022961,0.007034791,0.006816007,0.002281373,0.188794683,0.12631148,0.057861802,0.111673841,0.108200753,0.03621567,0.106497163,0.073538077,0.100645685,1.690590045,1.167380783,1.597700714,0.008522371,0.008195675,0.003685684,0.467439709,0.463433228,0.467508318,1.316860675,1.375880849,1.260722145,0.172307926,0.165711032,0.037423294,1.095681942,0.762239416,1.546144013,22.15283632,15.41196725,15.69906716,1.149117079,0.756740437,0.397531281
SP_10天信号_ti_rev_asym_stat_时间反转不对称统计量 (time reversal asymmetry statistic.),0.000633955,0.000910773,-4.73E-05,0.010888469,0.008361804,0.006755923,0.159756681,0.229514703,-0.011928005,0.172849088,0.132739519,0.107246958,0.058222609,0.108920595,-0.007006201,0.924255271,1.729060837,-0.111219989,0.017164373,0.010762069,0.013197215,0.466277956,0.453772167,0.47198338,1.339211881,1.635261763,1.33198933,0.311047602,0.127254302,0.21227126,0.513608464,1.803590915,-0.056192277,9.307457843,21.32626163,-0.903827456,1.355969283,0.718253815,0.642870107
SP_22天信号_abs_energy_时间序列的绝对能量,0.000764206,0.000667597,0.000209969,0.005570069,0.005944558,0.002410289,0.192579875,0.168234474,0.052912282,0.088422107,0.094366927,0.038262145,0.137198628,0.112303919,0.087113789,2.177960698,1.782769443,1.382888535,0.008295514,0.008487779,0.003868193,0.466939315,0.45936686,0.469592126,1.349337801,1.427068934,1.260164824,0.113723955,0.129823934,0.027763325,1.693397621,1.295866403,1.905833784,23.21494272,19.82078844,13.67881216,0.498016282,0.303829828,0.199341094
SP_22天信号_abs_max_最高绝对值,0.000850583,0.000706722,0.000210259,0.004448383,0.004451583,0.002557186,0.214346974,0.178094055,0.052985205,0.070615899,0.070666689,0.040594073,0.191211759,0.158757557,0.082222697,3.03539257,2.520198081,1.305244855,0.006604492,0.006311034,0.004237922,0.465352018,0.460059091,0.470407581,1.341312737,1.412359811,1.262297169,0.072519589,0.079736485,0.036872469,2.955711393,2.23353279,1.436985556,32.45472534,28.219475,12.50263922,0.508095957,0.283067957,0.230182639
SP_22天信号_abs_sum_changes_一阶差分绝对和,0.000588514,0.000451332,0.000232027,0.004916705,0.005176536,0.002623623,0.148305465,0.113735655,0.058470694,0.078050274,0.082174965,0.041648728,0.119696775,0.087188023,0.088437456,1.9001274,1.384066964,1.403901098,0.006866017,0.007587108,0.004511826,0.467694705,0.458868422,0.471588885,1.301456819,1.355969823,1.278169221,0.116186786,0.138416384,0.032723251,1.276440034,0.821692138,1.786824109,21.59992573,14.99064696,12.95942902,0.529552693,0.301315198,0.233392134
SP_22天信号_count_above_mean_高于均值个数占比,0.000592506,0.000305442,0.000269831,0.004562758,0.00311394,0.002983832,0.149311564,0.076971408,0.06799734,0.072431543,0.049432273,0.047366864,0.129857022,0.098088611,0.090430935,2.061416324,1.557108419,1.435546584,0.007071386,0.004278111,0.004365333,0.466612431,0.472477629,0.458771003,1.264617854,1.259164313,1.305453421,0.098199677,0.056098737,0.051486846,1.520489364,1.372070235,1.320674037,21.11489415,17.99191608,15.57666735,0.956858553,0.48303017,0.478983023
SP_22天信号_count_below_mean_低于均值个数占比,0.000592506,0.000269831,0.000305442,0.004562758,0.002983832,0.00311394,0.149311564,0.06799734,0.076971408,0.072431543,0.047366864,0.049432273,0.129857022,0.090430935,0.098088611,2.061416324,1.435546584,1.557108419,0.007071386,0.004365333,0.004278111,0.466612431,0.458771003,0.472477629,1.264617854,1.305453421,1.259164313,0.098199677,0.051486846,0.056098737,1.520489364,1.320674037,1.372070235,21.11489415,15.57666735,17.99191608,0.956858553,0.478983023,0.48303017
SP_22天信号_first_loc_of_max_最大值位置,0.000551343,0.000388494,0.000154181,0.004778191,0.003565276,0.002719999,0.138938447,0.097900486,0.038853643,0.075851429,0.056596999,0.043178653,0.115387404,0.108966042,0.056684248,1.831718249,1.729782294,0.899834544,0.007388763,0.004887866,0.003509188,0.466366529,0.475566762,0.456955367,1.264920178,1.26983688,1.287252093,0.107754963,0.052954851,0.05841552,1.289392558,1.848753893,0.665125349,18.80402095,20.02929085,11.07197437,1.227143935,0.617471974,0.6148266
SP_22天信号_first_loc_of_min_最小值位置,0.000715263,0.000384902,0.000365976,0.004948176,0.003358235,0.003156359,0.180246268,0.096995196,0.092226054,0.078549858,0.053310326,0.050105639,0.144550835,0.11461425,0.115948932,2.294673372,1.819444821,1.840632228,0.008039084,0.005415072,0.004454312,0.466376855,0.467594712,0.464056416,1.296617328,1.325098501,1.317194562,0.09827993,0.049797665,0.050115663,1.834008923,1.947786043,1.840264074,22.42124357,17.91207717,20.70489537,1.222175974,0.616367254,0.610963359
SP_22天信号_kurtosis_峰度,0.001013368,0.000676739,0.000289185,0.005037802,0.003935265,0.002694881,0.255368662,0.170538324,0.072874603,0.079972625,0.062470393,0.042779908,0.201152751,0.171967937,0.107308984,3.193200934,2.729906362,1.703477308,0.007563399,0.005834277,0.004146233,0.467482468,0.461392471,0.468818727,1.354770655,1.50107036,1.268177511,0.06885411,0.02880251,0.061734538,3.708836897,5.920953496,1.180451096,33.76374509,29.23041028,17.5760994,0.793748151,0.457681853,0.341220938
SP_22天信号_last_loc_of_max_最大值最近位置,0.000551343,0.000388494,0.000154181,0.004778191,0.003565276,0.002719999,0.138938447,0.097900486,0.038853643,0.075851429,0.056596999,0.043178653,0.115387404,0.108966042,0.056684248,1.831718249,1.729782294,0.899834544,0.007388763,0.004887866,0.003509188,0.466366529,0.475566762,0.456955367,1.264920178,1.26983688,1.287252093,0.107754963,0.052954851,0.05841552,1.289392558,1.848753893,0.665125349,18.80402095,20.02929085,11.07197437,1.227143935,0.617471974,0.6148266
SP_22天信号_last_loc_of_min_最小值最近位置,0.000715263,0.000384902,0.000365976,0.004948176,0.003358235,0.003156359,0.180246268,0.096995196,0.092226054,0.078549858,0.053310326,0.050105639,0.144550835,0.11461425,0.115948932,2.294673372,1.819444821,1.840632228,0.008039084,0.005415072,0.004454312,0.466376855,0.467594712,0.464056416,1.296617328,1.325098501,1.317194562,0.09827993,0.049797665,0.050115663,1.834008923,1.947786043,1.840264074,22.42124357,17.91207717,20.70489537,1.222175974,0.616367254,0.610963359
SP_22天信号_longest_above_mean_均值上的最长连续自列长度,0.000587954,0.00024527,0.000309717,0.004823407,0.003489071,0.002503064,0.148164427,0.061808049,0.078048577,0.076569218,0.055387284,0.039734902,0.121896003,0.070296661,0.123735003,1.935039057,1.115924893,1.96423228,0.007026925,0.005381573,0.003693651,0.467105417,0.461671416,0.468674925,1.270973631,1.33665001,1.261524005,0.121312014,0.087196072,0.039016538,1.221349988,0.708839833,2.00039729,21.08524479,11.48512716,21.13046702,0.849104945,0.462373108,0.391886477
SP_22天信号_longest_below_mean_均值下的最长连续自列长度,0.000694949,0.000418851,0.000223645,0.005102121,0.003610695,0.002815331,0.175127229,0.105550554,0.056358665,0.080993655,0.057317998,0.04469199,0.136207934,0.116003003,0.079438444,2.162233925,1.84149058,1.261046205,0.008909585,0.004783178,0.004491542,0.466642174,0.464200106,0.467690085,1.307589714,1.362246136,1.267341901,0.125222911,0.0896482,0.060845688,1.398523858,1.177386201,0.92625569,19.65604776,22.06703282,12.5477327,0.914460268,0.498656337,0.42095857
SP_22天信号_max_时间序列的最大值,0.000760734,0.000720464,0.000162931,0.004587749,0.004336344,0.002605813,0.191705024,0.181556816,0.041058489,0.072828263,0.068837335,0.041365991,0.165818611,0.166145369,0.0625258,2.632288843,2.637475964,0.992566307,0.006371145,0.005590681,0.004429151,0.467225538,0.457128079,0.472186599,1.319744996,1.446084936,1.230950321,0.094091642,0.075728597,0.041069188,2.03742882,2.397467057,0.999739487,30.08956987,32.47489909,9.270058281,0.521375204,0.286837733,0.23969211
SP_22天信号_mean_时间序列的均值,0.000700715,0.000715001,-1.02E-05,0.006076025,0.004865793,0.003380705,0.176580227,0.180180291,-0.002580077,0.09645391,0.07724207,0.053667024,0.115324601,0.146944424,-0.003028481,1.83072129,2.332670414,-0.048075643,0.008798464,0.007304313,0.005250955,0.46707427,0.477957304,0.455451606,1.298935941,1.367031339,1.24716913,0.158882773,0.069504832,0.09320866,1.11138687,2.592341925,-0.027680654,20.06943725,24.6676584,-0.491353822,0.790886509,0.400668854,0.395372294
SP_22天信号_mean_abs_change_时间序列连续两点值的变化的绝对值的平均值,0.000588514,0.000451332,0.000232027,0.004916705,0.005176536,0.002623623,0.148305465,0.113735655,0.058470694,0.078050274,0.082174965,0.041648728,0.119696775,0.087188023,0.088437456,1.9001274,1.384066964,1.403901098,0.006866017,0.007587108,0.004511826,0.467694705,0.458868422,0.471588885,1.301456819,1.355969823,1.278169221,0.116186786,0.138416384,0.032723251,1.276440034,0.821692138,1.786824109,21.59992573,14.99064696,12.95942902,0.529552693,0.301315198,0.233392134
SP_22天信号_mean_change_时间序列连续两点值的变化的平均值,0.001041534,0.000354014,0.000683386,0.006324494,0.004652897,0.004904397,0.262466509,0.089211628,0.17221328,0.100398237,0.073862447,0.077854881,0.164682533,0.076084729,0.139341514,2.614254164,1.207807637,2.211977955,0.008301839,0.005994337,0.005908336,0.466392018,0.465232205,0.46738767,1.357064109,1.338054193,1.463856231,0.147357833,0.100746269,0.086394022,1.781150703,0.885508004,1.993347187,31.61546549,14.88265228,29.14750721,1.489912092,0.739695661,0.755371069
SP_22天信号_mean_sec_deri_cent_二阶导数的中心的均值,0.000830419,0.000418746,0.000387746,0.006724934,0.004829357,0.004917754,0.209265709,0.105523942,0.097712001,0.106755014,0.076663662,0.078066931,0.123483667,0.086708401,0.078846157,1.960242445,1.376453189,1.251643942,0.010540564,0.00623803,0.009054441,0.466330854,0.475247001,0.456353366,1.320357494,1.332973233,1.370837711,0.163689732,0.075816131,0.114104301,1.278429053,1.391840232,0.856339333,19.85336937,16.91622914,10.79161106,1.468527088,0.736075917,0.737605809
SP_22天信号_median_中位数,0.000778397,0.000675421,4.43E-05,0.005980966,0.00482734,0.003319273,0.196156147,0.170206213,0.011153346,0.094944885,0.076631643,0.052691832,0.130145777,0.139915879,0.013334036,2.06600016,2.221095715,0.211671252,0.008269576,0.006581109,0.004769332,0.467357378,0.474920556,0.457596276,1.312310157,1.397582423,1.248513745,0.149118858,0.071810978,0.096977966,1.315434879,2.370197689,0.115009074,23.72021882,25.86284611,2.338555341,0.811633116,0.407769653,0.409018103
SP_22天信号_min_最小值,0.000794108,0.000282039,0.000554751,0.005262162,0.002359187,0.005445497,0.200115288,0.071073786,0.139797253,0.083534232,0.03745093,0.086444577,0.15090913,0.119549172,0.101873356,2.395608164,1.897784264,1.617189385,0.007810473,0.003701087,0.007508678,0.46713615,0.471191973,0.459119159,1.337897001,1.282477283,1.411942697,0.129057107,0.026225914,0.136881424,1.550594872,2.710059417,1.021301862,25.62140428,19.20348986,18.61809066,0.524620629,0.236289714,0.293485554
SP_22天信号_root_mean_sq_离散序列的均方根,0.000683064,0.000610156,0.000203847,0.00479971,0.005147249,0.002582496,0.172132183,0.153759207,0.051369421,0.076193036,0.081710048,0.040995853,0.14231364,0.118540129,0.078934067,2.259159005,1.881766208,1.253039465,0.006890312,0.00763677,0.004162555,0.465768138,0.459546349,0.471169212,1.335514735,1.394014301,1.268267553,0.086761454,0.120233236,0.03406261,1.983970698,1.278841119,1.508088221,24.98176768,20.1340637,12.34083794,0.493829865,0.281463159,0.217521345
SP_22天信号_skewness_偏度,0.000767919,0.000492938,0.000289117,0.00474739,0.003158703,0.003323994,0.193515548,0.124220313,0.072857452,0.075362478,0.050142853,0.052766776,0.161756009,0.156057019,0.086978747,2.567797041,2.477328376,1.380744798,0.006909815,0.004535545,0.004944575,0.466961496,0.458042991,0.473550537,1.308475051,1.405721161,1.268024556,0.081453027,0.02626244,0.062807148,2.375793189,4.72996093,1.160018469,28.00589435,27.38817699,14.73482725,0.786345932,0.401746449,0.389754123
SP_22天信号_std_x的标准偏差,0.000602344,0.000613332,0.000196319,0.004864135,0.005134096,0.002618955,0.151790662,0.154559608,0.049472368,0.077215748,0.081501241,0.041574626,0.123833715,0.119462477,0.074960776,1.965799279,1.896408032,1.189965428,0.007265395,0.007419214,0.004299053,0.46521385,0.459226648,0.471372687,1.321266861,1.39903157,1.264911503,0.114549557,0.121604202,0.036586396,1.325109119,1.271005492,1.352206662,20.8922788,20.83234295,11.5077352,0.498833947,0.283155921,0.220832665
SP_22天信号_sum_val_时间序列值的总和,0.000700715,0.000715001,-1.02E-05,0.006076025,0.004865793,0.003380705,0.176580227,0.180180291,-0.002580077,0.09645391,0.07724207,0.053667024,0.115324601,0.146944424,-0.003028481,1.83072129,2.332670414,-0.048075643,0.008798464,0.007304313,0.005250955,0.46707427,0.477957304,0.455451606,1.298935941,1.367031339,1.24716913,0.158882773,0.069504832,0.09320866,1.11138687,2.592341925,-0.027680654,20.06943725,24.6676584,-0.491353822,0.790886509,0.400668854,0.395372294
SP_22天信号_var_方差,0.000734308,0.000671836,0.00020424,0.005518924,0.005916948,0.002434748,0.185045618,0.169302734,0.051468525,0.087610205,0.093928637,0.038650421,0.133052744,0.113544389,0.083885565,2.112146838,1.802461299,1.331642056,0.008002631,0.008311895,0.003933758,0.466507718,0.460587924,0.469055775,1.344336108,1.420686972,1.261963337,0.116344703,0.132446059,0.028651844,1.590494573,1.278276872,1.796342483,23.12309878,20.36872877,13.08380585,0.50246262,0.305624438,0.20199282
