,all_日均收益率R,top_日均收益率R,bottom_日均收益率R,all_日均波动率Vol,top_日均波动率Vol,bottom_日均波动率Vol,all_年化收益率ER,top_年化收益率ER,bottom_年化收益率ER,all_年化波动率VOL,top_年化波动率VOL,bottom_年化波动率VOL,all_信息比率IR,top_信息比率IR,bottom_信息比率IR,all_夏普比率SR,top_夏普比率SR,bottom_夏普比率SR,all_下行偏差DD,top_下行偏差DD,bottom_下行偏差DD,all_胜率VE,top_胜率VE,bottom_胜率VE,all_盈亏比PnL,top_盈亏比PnL,bottom_盈亏比PnL,all_最大回撤MDD,top_最大回撤MDD,bottom_最大回撤MDD,all_卡玛比率Calmar,top_卡玛比率Calmar,bottom_卡玛比率Calmar,all_索提诺比率Sortino,top_索提诺比率Sortino,bottom_索提诺比率Sortino,all_换手率Tov,top_换手率Tov,bottom_换手率Tov
SP_252天信号_var_coeff_变异系数,0.001219486,0.000752085,0.000429281,0.009382901,0.005688018,0.008057904,0.307310444,0.189525302,0.108178834,0.148948938,0.090294494,0.12791526,0.129968958,0.13222259,0.053274535,2.063193253,2.098968538,0.845707026,0.01321181,0.008099386,0.01197115,0.466507391,0.474297892,0.462427955,1.559033904,1.884201371,27.80485185,0.077969178,0.048250736,0.104193715,3.941434954,3.927925623,1.038247214,23.26028244,23.39995841,9.036628509,1.354391242,0.66892349,0.690622391
SP_252天信号_benford_corr_适合用于异常检测,0.000506509,0.0004023,4.23E-05,0.003993268,0.002731743,0.004153541,0.127640341,0.101379715,0.010669581,0.063391169,0.043365081,0.065935425,0.126840785,0.147268761,0.010193616,2.013535046,2.33781911,0.16181864,0.005704114,0.004530738,0.005207566,0.472429039,0.469956297,0.460850937,1.317090705,1.286030497,1.288722442,0.08244445,0.045459656,0.113025185,1.548198111,2.230103013,0.094400029,22.37689169,22.37598148,2.048861237,0.390670346,0.196692134,0.199132852
SP_252天信号_agg_autocorr_各阶自相关系数的聚合统计特征,0.000577962,0.000274314,0.000281393,0.003311121,0.003725388,0.002712841,0.145646364,0.069127084,0.070911136,0.052562423,0.059138702,0.043065023,0.174551668,0.073633624,0.103726445,2.770921831,1.168897537,1.64660626,0.005100804,0.004847213,0.003818864,0.472281169,0.465784922,0.466659843,1.332110802,1.295692047,1.296610845,0.038171152,0.056883487,0.062908061,3.815613567,1.215239906,1.127218598,28.55360652,14.26120338,18.56864886,0.347963682,0.177342767,0.175775554
SP_252天信号_ar_coeff_自回归系数，衡量时序数据的的周期性、不可预测性和波动性,0.000563928,0.000142324,0.000457783,0.00333996,0.003075914,0.003075056,0.142109884,0.035865549,0.115361222,0.05302022,0.048828627,0.048814996,0.168842777,0.046270341,0.148869702,2.680295998,0.734518887,2.363233258,0.00568773,0.004698871,0.004371051,0.472491284,0.465869531,0.466728566,1.319196709,1.256804198,1.35922601,0.04838674,0.084950507,0.051112338,2.93695927,0.422193464,2.257013216,24.98534191,7.632801376,26.39209992,0.359718236,0.178399459,0.186473416
SP_252天信号_adf_test_扩展dickey_fuller检验（ADF检验），测试自回归模型是否存在单位根，衡量时序数据的平稳性,0.000570021,0.000361564,0.000255721,0.003396202,0.003284673,0.00260797,0.143645321,0.091114228,0.064441601,0.053913036,0.052142565,0.041400243,0.167840754,0.110076228,0.098053515,2.664389377,1.74740594,1.55655129,0.004452734,0.004472737,0.003139312,0.470135143,0.463559264,0.468478548,1.281651642,1.32526479,1.252098299,0.083674605,0.070133862,0.046010684,1.716713459,1.299147448,1.400579077,32.26002465,20.37102275,20.52730317,0.449983654,0.246588682,0.208549611
SP_252天信号_autocorr_lag阶自相关性,0.000586327,0.000140668,0.000453415,0.003280434,0.003099077,0.00315086,0.147754448,0.035448449,0.114260549,0.052075274,0.049196316,0.050018347,0.17873464,0.04539044,0.143901955,2.837324456,0.720550896,2.284372724,0.004768576,0.00465462,0.004502703,0.47380572,0.465733958,0.466729291,1.314389065,1.254488967,1.35042322,0.05073636,0.093664792,0.05443039,2.912200392,0.37846077,2.099205016,30.98502251,7.615756203,25.37599099,0.357917687,0.177347911,0.185724415
SP_252天信号_count_above_高于阈值个数占比,0.000339655,0.000320086,0.000109527,0.002671251,0.004715069,0.002700191,0.085593088,0.080661767,0.02760084,0.042404792,0.074849397,0.042864199,0.127152086,0.067885833,0.040562742,2.018476792,1.077654197,0.643913573,0.00379982,0.006864166,0.004021388,0.47533063,0.480188232,0.452263737,1.265614909,1.240844427,1.300932428,0.062529075,0.140085973,0.046867454,1.368852618,0.575801883,0.588912715,22.52556376,11.75113888,6.863511166,0.368237021,0.176937219,0.196454441
SP_252天信号_count_below_低于阈值个数占比,0.000339655,0.000109527,0.000320086,0.002671251,0.002700191,0.004715069,0.085593088,0.02760084,0.080661767,0.042404792,0.042864199,0.074849397,0.127152086,0.040562742,0.067885833,2.018476792,0.643913573,1.077654197,0.00379982,0.004021388,0.006864166,0.47533063,0.452263737,0.480188232,1.265614909,1.300932428,1.240844427,0.062529075,0.046867454,0.140085973,1.368852618,0.588912715,0.575801883,22.52556376,6.863511166,11.75113888,0.368237021,0.196454441,0.176937219
SP_252天信号_index_mas_quant_分位数索引,0.000630488,0.000629036,-0.00012945,0.004602923,0.004554709,0.002981295,0.158883039,0.158517014,-0.032621414,0.073069132,0.07230376,0.047326589,0.136975633,0.138106694,-0.043420749,2.174420769,2.192375794,-0.689283025,0.005844966,0.005762743,0.004554504,0.470961159,0.477108673,0.456225667,1.290949908,1.347881003,1.188617232,0.076614692,0.06690263,0.107431821,2.073793343,2.369368934,-0.303647598,27.18288564,27.50721363,-7.162451566,0.399068651,0.190110585,0.214112704
SP_252天信号_large_std_dev_标准差是否r倍于极差,0.000503959,0.000303341,0.000339851,0.002561073,0.003963099,0.003059313,0.126997618,0.076442029,0.08564246,0.040655777,0.062912242,0.048565089,0.19677641,0.076541466,0.111087367,3.123728676,1.215058097,1.76345728,0.004342485,0.004039533,0.00518242,0.470769326,0.468945247,0.463603483,1.356620775,1.271501565,1.356545608,0.031425484,0.102197104,0.027106099,4.041230339,0.747986256,3.159527303,29.2453778,18.92348129,16.52557151,0.309129608,0.155388109,0.158896138
SP_252天信号_linear_trend_线性回归分析,0.000534372,0.000379358,4.52E-05,0.004975272,0.00416417,0.003780522,0.134661731,0.095598287,0.011399708,0.07897999,0.066104149,0.06001393,0.107405581,0.091100576,0.01196579,1.70501074,1.446176803,0.189951029,0.008848624,0.007343011,0.005173045,0.469341317,0.472171533,0.458728787,1.28476245,1.292196008,1.277608277,0.143332427,0.078295558,0.12401146,0.939506387,1.220992479,0.091924632,15.21838182,13.01894955,2.203674502,0.513872217,0.26271226,0.256314595
SP_252天信号_mean_n_abs_max_n 个绝对最大值的算术平均值,0.000411882,0.000271978,0.000268476,0.002427706,0.004815514,0.003017181,0.103794197,0.068538368,0.06765583,0.038538637,0.076443916,0.04789627,0.169658822,0.056479463,0.088982225,2.693250307,0.896583684,1.412549031,0.003254908,0.006373531,0.004692715,0.469248782,0.459017426,0.47331815,1.528558082,1.299605349,1.32647838,0.039647099,0.118961937,0.033295127,2.617951856,0.576136954,2.032003953,31.88851988,10.75359392,14.41720487,0.268599543,0.151464269,0.122289913
SP_252天信号_num_cross_m_x在m上的交叉数,0.000623965,0.000322114,0.000314488,0.002599612,0.003180531,0.002998653,0.157239197,0.081172829,0.07925086,0.041267567,0.050489362,0.047602139,0.240022348,0.101276929,0.104876272,3.810236649,1.607721405,1.664859209,0.003602819,0.005871773,0.00369827,0.471789311,0.464834259,0.467598837,1.35356514,1.321231605,1.299322106,0.036689712,0.072339958,0.075388761,4.285648175,1.122102241,1.051229106,43.64337606,13.82424417,21.42917369,0.389575813,0.201122566,0.193607886
SP_252天信号_num_peaks_时间序列x中至少支持n的峰值数,0.00057212,0.00039019,0.000359057,0.003525094,0.002782278,0.003200087,0.144174294,0.09832793,0.090482244,0.055959125,0.044167296,0.050799808,0.1622993,0.140241265,0.112202109,2.576421508,2.22626106,1.781153256,0.004928773,0.004060177,0.004769988,0.468913864,0.465296215,0.466479897,1.33256308,1.328582137,1.320848964,0.07164785,0.047735569,0.067143737,2.012262656,2.059846177,1.347590233,29.25155836,24.21764671,18.96907198,0.426705352,0.219915998,0.211943993
SP_252天信号_quantile_x的q分位数,0.000305912,0.000389524,9.33E-05,0.00212195,0.003108177,0.004420086,0.077089918,0.098160129,0.023502482,0.033684906,0.049340787,0.070166695,0.144165708,0.125322422,0.021099999,2.288559663,1.989431771,0.334952105,0.002503728,0.004735997,0.005209517,0.462088535,0.47619511,0.454672218,1.450996725,1.348971326,1.262235646,0.024589626,0.03616288,0.126118833,3.135058622,2.714389143,0.186351883,30.79005878,20.72639283,4.511451088,0.293082791,0.129350883,0.168886547
SP_252天信号_range_count_区间[min，max]内的观测值的个数,0.000388143,0.00034986,0.000182479,0.002300373,0.002765439,0.003886271,0.097811914,0.088164742,0.045984751,0.036517292,0.043899976,0.061692645,0.168730241,0.12651161,0.04695482,2.678509532,2.00830955,0.745384658,0.002723169,0.004716447,0.004468176,0.46736768,0.47229716,0.461309685,1.370770112,1.335005469,1.266606173,0.026734955,0.028154725,0.08883748,3.658577856,3.131436765,0.517627822,35.91841342,18.6930416,10.29161692,0.315986878,0.155507171,0.165634346
SP_252天信号_ratio_beyond_偏离x的平均值大于r * std(x)的值的比率,0.000675931,0.000473222,0.000309675,0.003469645,0.004250417,0.003089733,0.170334679,0.119251832,0.078038093,0.055078913,0.067473284,0.049047997,0.194812782,0.111335314,0.100227085,3.092557045,1.767393322,1.59105565,0.004364253,0.006154217,0.005409041,0.471270505,0.46245934,0.469904896,1.332237907,1.350859364,1.306752811,0.052855368,0.077536666,0.049955088,3.222656212,1.538005671,1.562165059,39.02951778,19.37725602,14.42734474,0.408837438,0.208060199,0.205931878
SP_252天信号_agg_linear_trend_基于分块时序聚合值的线性回归,0.000534569,0.000379536,4.52E-05,0.004970023,0.004164531,0.003776755,0.134711324,0.095643006,0.011385853,0.07889667,0.066109873,0.059954132,0.107558605,0.0911353,0.011963167,1.707439914,1.446728034,0.189909395,0.00885843,0.007358545,0.005206011,0.469416942,0.472229891,0.458655087,1.284354307,1.292029435,1.277928266,0.143228633,0.078424695,0.123797488,0.940533474,1.219552159,0.0919716,15.20713335,12.9975432,2.187058811,0.513890258,0.262664177,0.25638072
"SP_252天信号_binned_entropy_分组熵。如果一个时间序列的 Binned Entropy 较大，说明这一段时间序列的取值是较为均匀的分布在 [min,max] 之间的；如果一个时间序列的 Binned Entropy 较小，说明这一段时间序列的取值是集中在某一段上的",0.00054926,0.000274896,0.000402751,0.002489978,0.003622144,0.003303015,0.138413604,0.069273834,0.101493229,0.039527175,0.057499756,0.052433739,0.220588432,0.075893215,0.121934324,3.501732801,1.204767437,1.935647388,0.004462646,0.003529883,0.005364177,0.470529249,0.46898206,0.463020818,1.390375606,1.261266135,1.38904537,0.025705994,0.08619194,0.029430456,5.384487447,0.803715913,3.448578199,31.0160408,19.62496394,18.92056078,0.305851461,0.148320471,0.162685629
SP_252天信号_c3_时序数据非线性度量,0.00062847,-6.73E-05,0.000419963,0.005071868,0.004913109,0.005818227,0.158374551,-0.016971866,0.105830738,0.080513402,0.077993188,0.092361494,0.123913022,-0.013707954,0.07218062,1.967058244,-0.217607024,1.145831815,0.00674422,0.005747394,0.009218159,0.47013029,0.459790043,0.471364169,1.403806679,1.26128948,1.382005237,0.081742133,0.185600036,0.146184211,1.937489834,-0.091443223,0.723954639,23.48300325,-2.95296697,11.48068004,0.346352394,0.172386244,0.179120789
SP_252天信号_change_quant_给定区间的时序数据描述统计，返回值：区间内描述统计量,0.000341489,0.000218272,0.000311264,0.002866649,0.0050046,0.002625469,0.086055353,0.055004566,0.078438495,0.045506642,0.07944557,0.041678024,0.119124978,0.043614288,0.118555541,1.891050394,0.692355361,1.88201087,0.004201234,0.005694165,0.004100974,0.471440314,0.46005507,0.470258964,1.365006883,1.27474702,1.314925163,0.040634112,0.110651381,0.02243448,2.117810587,0.497097874,3.496336724,20.48335349,9.659812424,19.1267968,0.32191341,0.180027816,0.147040233
SP_252天信号_cid_ce_时序数据复杂度，用来评估时间序列的复杂度，越复杂的序列有越多的谷峰,0.000368522,0.000220981,0.000304621,0.002183604,0.004833463,0.003045294,0.092867471,0.055687098,0.076764366,0.034663635,0.076728849,0.048342547,0.168767668,0.045718886,0.100029909,2.679103667,0.725764812,1.587925572,0.003236695,0.006426697,0.004748871,0.465871572,0.461325323,0.471066485,1.511169439,1.272962451,1.365481828,0.035593318,0.125447619,0.032941395,2.609126583,0.443907175,2.330331371,28.692068,8.664964394,16.16476223,0.268306948,0.151104126,0.122357462
SP_252天信号_cwt_coeff_Ricker小波分析,0.000313796,0.000108809,0.000167208,0.005080946,0.003600117,0.00362788,0.079076707,0.027419799,0.042136297,0.080657516,0.05715009,0.057590815,0.061759456,0.030223661,0.046089593,0.98040097,0.479785751,0.731649608,0.006980227,0.005123461,0.005462093,0.466532488,0.466353166,0.465204916,1.23015389,1.237789476,1.263018037,0.121955195,0.061868536,0.084922681,0.648407863,0.443194567,0.496172476,11.32867336,5.351811631,7.714312865,1.627358217,0.840608111,0.791904745
SP_252天信号_ener_ratio_chunks_分块局部熵比率,0.000742306,0.000384929,0.000366409,0.004682362,0.004107146,0.002862312,0.187061189,0.097002036,0.09233511,0.074330193,0.065198922,0.045437796,0.158532445,0.093721701,0.128011606,2.516624545,1.487785876,2.032121247,0.00610024,0.005348267,0.004191107,0.46657265,0.466899163,0.466186895,1.305092991,1.333171833,1.320120928,0.060769829,0.034206242,0.036221114,3.078191771,2.835799289,2.549206817,30.66456134,18.13709589,22.0311999,0.589474049,0.319948369,0.274680319
SP_252天信号_fft_agg_绝对傅里叶变换的谱统计量,0.000613609,0.000169261,0.000444276,0.003079539,0.002598643,0.003956725,0.154629452,0.042653878,0.111957506,0.048886163,0.041252181,0.062811065,0.199253515,0.065134538,0.11228372,3.163051496,1.03397874,1.782448793,0.004466057,0.004131842,0.005119123,0.471541975,0.465571401,0.466748858,1.355273336,1.266265746,1.343201591,0.038908733,0.058135869,0.071278003,3.974157941,0.733692959,1.570716098,34.62325699,10.32321043,21.87044635,0.37264612,0.190414556,0.187386203
SP_252天信号_fft_coeff_傅里叶变换系数,0.000600462,0.000184435,0.000345297,0.004462837,0.005236929,0.002340454,0.151316383,0.046477533,0.087014861,0.070845346,0.083133663,0.037153556,0.134547105,0.035218097,0.147534223,2.135869078,0.559069955,2.342033185,0.005522392,0.006324423,0.002676794,0.471660149,0.460094644,0.469906544,1.331097954,1.292501674,1.300289987,0.095509658,0.141664655,0.024809425,1.584304524,0.328081364,3.507330908,27.40051301,7.348897279,32.50711614,0.391717473,0.200016542,0.196855571
SP_252天信号_fourier_entropy_频谱图序列的箱熵,0.00063597,0.000321078,0.000308139,0.004732881,0.002984707,0.003283414,0.160264509,0.080911587,0.077651013,0.075132153,0.047380749,0.052122581,0.134372765,0.107574299,0.093847118,2.13310151,1.707689052,1.489776813,0.007493208,0.004138938,0.005634552,0.469835948,0.463817402,0.468518181,1.293302131,1.300903508,1.310801527,0.110421324,0.061099632,0.077205508,1.451390937,1.324256528,1.005770379,21.38796992,19.54887675,13.78122167,0.398755009,0.210019422,0.193890226
SP_252天信号_friedrich_coeff_Langevin模型拟合的多项式系数,0.000618521,0.000368476,0.000224052,0.003276934,0.002942323,0.002716289,0.155867218,0.09285601,0.056461054,0.052019716,0.046707927,0.043119744,0.188749817,0.125233106,0.082484536,2.996310451,1.988013921,1.309401418,0.005710347,0.004611066,0.004320485,0.469830154,0.467774294,0.464508502,1.344428522,1.317738014,1.288700334,0.063593289,0.063127051,0.035012822,2.451001042,1.470938504,1.612582242,27.29557769,20.13764333,13.06822282,0.442193475,0.226262788,0.221085326
SP_252天信号_lemp_ziv_complex_Lempel-Ziv复杂度,0.000570853,0.000239456,0.00042255,0.002782312,0.003463858,0.003377159,0.143854991,0.060342898,0.106482715,0.04416783,0.054987039,0.053610734,0.205172242,0.06912984,0.125120102,3.257008366,1.097402195,1.986220048,0.004686702,0.003390854,0.005405597,0.470932105,0.468789797,0.463062256,1.366492354,1.252002819,1.393831146,0.030086654,0.084571683,0.030266784,4.781355576,0.713511852,3.518137715,30.69428849,17.79578243,19.69860379,0.417441464,0.209774676,0.212821427
SP_252天信号_num_cwt_peaks_搜索x中的不同峰值,0.000454598,0.000263603,0.000216543,0.003170556,0.00291403,0.002845195,0.114558816,0.066428022,0.054568953,0.050331024,0.046258798,0.045166064,0.143381289,0.090460026,0.07610849,2.276107406,1.436008399,1.208184821,0.005144247,0.004030928,0.004525913,0.472829839,0.467153164,0.465336498,1.266269872,1.272015632,1.279358847,0.054117085,0.03722512,0.061063076,2.11686969,1.784494519,0.893648934,22.26930706,16.47958424,12.05700397,0.510068657,0.262585328,0.252637969
SP_252天信号_partial_autocorr_给定滞后结束的偏相关函数的值,0.00064616,0.000428682,0.000169124,0.002916135,0.003658392,0.002556246,0.162832223,0.108027898,0.042619198,0.046292208,0.058075178,0.040579149,0.221580829,0.117177736,0.066161,3.517486606,1.860138895,1.05027331,0.004031819,0.004920565,0.004065266,0.47211535,0.464376596,0.467765501,1.381791531,1.348974153,1.254155718,0.029849592,0.052092822,0.066926327,5.455090369,2.073757862,0.636807659,40.38679366,21.9543676,10.48374033,0.34782854,0.177462716,0.175520463
SP_252天信号_permu_entropy_排列熵,0.000529833,0.00032773,0.000332466,0.004515968,0.002443193,0.004623982,0.13351784,0.082588014,0.083781371,0.071688762,0.03878449,0.073403431,0.117324293,0.134140112,0.071900322,1.862465407,2.129408256,1.141382229,0.005676391,0.004151419,0.005017034,0.46878134,0.466061967,0.467497211,1.313942979,1.290637707,1.325740252,0.06360149,0.052959712,0.064679998,2.099287916,1.55944983,1.295321179,23.52160647,19.89392621,16.69938291,0.429945969,0.200822216,0.234278391
SP_252天信号_spkt_welch_dens_不同频率的功率谱,0.000666725,0.000481158,0.000268394,0.005310314,0.006250945,0.002431864,0.168014727,0.121251716,0.067635275,0.084298619,0.099230672,0.038604638,0.125552864,0.076973581,0.110365544,1.993089924,1.22191772,1.751998699,0.006423581,0.00798476,0.003553163,0.472554729,0.466711236,0.465752706,1.347431954,1.355975774,1.286325765,0.108880509,0.128319833,0.039331111,1.543111154,0.944917972,1.719638038,26.15592905,15.18539301,19.03523204,0.298106387,0.164274213,0.138986813
SP_252天信号_ti_rev_asym_stat_时间反转不对称统计量 (time reversal asymmetry statistic.),0.000467755,0.000515758,0.000138347,0.003834551,0.004989435,0.006934939,0.117874266,0.129971103,0.034863483,0.060871603,0.079204827,0.110088749,0.121984315,0.103370087,0.019949296,1.936440967,1.640949257,0.316685249,0.005650447,0.006533065,0.011856035,0.473445585,0.466800077,0.4688053,1.314723693,1.367830294,5.901808567,0.087391793,0.097281804,0.117393987,1.348802479,1.336026851,0.296978437,20.86105016,19.89435185,2.940568412,0.335896871,0.184834624,0.156216886
